url_length,n_dots,n_hyphens,n_underline,n_slash,n_questionmark,n_equal,n_at,n_and,n_exclamation,n_space,n_tilde,n_comma,n_plus,n_asterisk,n_hashtag,n_dollar,n_percent,n_redirection,classification
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
21,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,suspicious
25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
56,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
73,2,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,9,0,legitimate
20,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
24,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
67,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
28,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
20,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
47,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
73,3,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,suspicious
147,3,2,0,3,0,5,1,6,0,0,0,0,0,0,0,0,1,0,suspicious
41,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
49,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
37,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
31,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
41,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
42,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
83,4,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
78,2,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,13,0,legitimate
17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
74,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
59,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
17,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
17,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
127,2,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
29,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
31,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
63,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
36,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
28,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
50,2,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,legitimate
32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,legitimate
32,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,legitimate
12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
28,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
21,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
28,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
39,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
55,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
39,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
213,5,0,1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,suspicious
46,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
17,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
27,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
49,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,legitimate
26,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
72,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
28,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
37,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
51,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
281,5,4,4,7,0,6,0,5,1,0,0,0,0,0,0,0,10,0,suspicious
47,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
40,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,legitimate
70,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
64,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,legitimate
26,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
141,4,2,1,10,0,2,0,1,0,0,1,0,0,0,0,0,0,0,suspicious
139,2,0,1,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,suspicious
43,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
33,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,legitimate
69,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
35,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
20,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
28,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
56,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
274,4,0,0,3,0,8,1,7,0,0,0,0,0,0,0,0,0,0,suspicious
26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
118,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
65,2,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,10,0,legitimate
54,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
53,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
32,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
22,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
47,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
57,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
56,3,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
29,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
40,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
40,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
54,4,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
59,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
50,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
19,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
43,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
25,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
14,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
53,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
23,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
33,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
55,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
43,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
96,4,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
37,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
32,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
37,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
40,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
49,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
63,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
63,1,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,suspicious
60,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
43,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
204,2,0,1,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,suspicious
22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
149,4,0,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
17,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
25,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
66,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,suspicious
33,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,legitimate
29,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
114,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
248,4,3,2,2,0,7,0,6,0,0,0,0,0,0,0,0,0,0,suspicious
24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
24,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
31,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
76,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
104,3,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,suspicious
40,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
35,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
21,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
27,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
73,2,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
23,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,legitimate
36,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
37,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
53,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
58,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
242,3,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,0,2,suspicious
70,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
232,12,0,0,5,0,3,1,8,0,0,0,0,0,0,0,0,0,0,suspicious
20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
30,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
44,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
25,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
35,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
36,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,suspicious
114,6,4,1,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,suspicious
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,legitimate
21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
46,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
37,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
61,1,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,suspicious
30,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
21,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
27,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
32,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
43,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
40,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
67,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,legitimate
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
57,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,suspicious
43,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
62,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
71,4,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
251,3,1,2,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,suspicious
49,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
59,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
40,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
54,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,suspicious
50,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
694,2,12,10,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,suspicious
26,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
46,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
120,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
43,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
100,4,1,0,7,0,2,0,1,0,0,0,0,0,0,0,0,0,0,suspicious
47,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,suspicious
33,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
74,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
33,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
30,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
27,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
46,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
40,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
27,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
27,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
230,3,1,5,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,suspicious
75,3,0,2,1,0,3,0,2,0,0,0,0,0,0,0,0,3,0,suspicious
51,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
36,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
70,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
141,4,2,0,3,0,5,1,5,0,0,0,0,0,0,0,0,0,0,suspicious
108,3,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
62,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
36,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
41,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
181,4,2,3,1,0,8,1,7,0,0,0,0,0,0,0,0,0,0,suspicious
24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,legitimate
26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,suspicious
74,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
20,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
114,2,0,0,1,0,3,0,2,0,0,0,0,1,0,0,0,26,0,legitimate
26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
22,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
46,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
39,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,suspicious
14,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
55,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
37,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
46,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
203,3,0,1,2,0,3,0,2,0,0,0,0,0,0,0,0,0,1,suspicious
49,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
127,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
27,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
65,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
98,2,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,legitimate
65,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
26,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
33,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
26,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
33,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
53,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
45,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
44,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
71,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,legitimate
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
173,2,1,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,suspicious
31,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
28,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
65,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
111,4,3,0,4,0,3,0,1,0,0,0,0,0,0,0,0,1,0,suspicious
26,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,legitimate
26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,legitimate
30,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
40,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
79,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
41,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
62,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
430,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
47,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,legitimate
25,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,suspicious
52,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,suspicious
15,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
83,6,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
75,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
29,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
51,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
32,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
67,1,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
38,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
78,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
29,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
74,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
33,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
58,3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,suspicious
55,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
74,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,legitimate
65,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,suspicious
34,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,legitimate
187,5,19,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,-1,suspicious
27,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
60,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,suspicious
86,3,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,suspicious
59,2,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,8,0,legitimate
52,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
31,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,suspicious
22,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,suspicious
214,12,0,0,3,1,10,1,8,0,0,0,0,0,0,0,0,1,0,suspicious
13,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,legitimate
